item_slider href,product_image src,product_image src 2,p_sale,p_old_price,p_sale 2,p_name,product_color src,product_color src 2,txl,inline href,ReviewRating
https://www.forever21.com/ca/shop/catalog/product/f21/bottoms/2000323054,https://www.forever21.com/images/default_330/00323054-08.jpg,https://www.forever21.com/images/default_330/00323054-08.jpg,$29.90 ,33.9,12% OFF,Raw-Cut Denim Mini Skirt,https://www.forever21.com/images/sw_22/00323054-08.jpg,,,,
https://www.forever21.com/ca/shop/catalog/product/f21/top_blouses/2000353350,https://www.forever21.com/images/5_detail_330/00353350-05.jpg,https://www.forever21.com/images/default_330/00353350-05.jpg,$12.00 ,17.90,33% OFF,Strappy Floral Tiered Cami,https://www.forever21.com/images/sw_22/00353350-05.jpg,https://www.forever21.com/images/sw_22/00353350-06.jpg,3 Colors,https://www.forever21.com/ca/shop/catalog/product/f21/top_blouses/2000353350,-1
https://www.forever21.com/ca/shop/catalog/product/f21/top_blouses/2000351368,https://www.forever21.com/images/5_detail_330/00351368-04.jpg,https://www.forever21.com/images/default_330/00351368-04.jpg,$12.00 ,17.90,33% OFF,Daisy Print Cropped Halter Top,https://www.forever21.com/images/sw_22/00351368-04.jpg,https://www.forever21.com/images/sw_22/00351368-05.jpg,3 Colors,https://www.forever21.com/ca/shop/catalog/product/f21/top_blouses/2000351368,-1
https://www.forever21.com/ca/shop/catalog/product/f21/21_items/2000108622,https://www.forever21.com/images/4_full_330/00108622-02.jpg,https://www.forever21.com/images/default_330/00108622-02.jpg,$20.00 ,21.90,9% OFF,Raw-Cut Denim Skirt,https://www.forever21.com/images/sw_22/00108622-02.jpg,https://www.forever21.com/images/sw_22/00108622-03.jpg,2 Colors,https://www.forever21.com/ca/shop/catalog/product/f21/21_items/2000108622,-1
https://www.forever21.com/ca/shop/catalog/product/f21/top_t-shirts/2000194618,https://www.forever21.com/images/4_full_330/00194618-04.jpg,https://www.forever21.com/images/default_330/00194618-04.jpg,$9.90 ,10.90,10% OFF,Contemporary Stretch-Knit Tee,https://www.forever21.com/images/sw_22/00194618-04.jpg,,,,
https://www.forever21.com/ca/shop/catalog/product/f21/top_blouses/2000296613,https://www.forever21.com/images/default_330/00296613-04.jpg,https://www.forever21.com/images/default_330/00296613-04.jpg,$19.90 ,22.90,14% OFF,Tropical Print Crop Top,https://www.forever21.com/images/sw_22/00296613-04.jpg,,,https://www.forever21.com/ca/shop/catalog/product/f21/top_blouses/2000296613,-8
https://www.forever21.com/ca/shop/catalog/product/f21/sale_women/2000340904,https://www.forever21.com/images/5_detail_330/00340904-02.jpg,https://www.forever21.com/images/default_330/00340904-02.jpg,$16.99 ,24.90,32% OFF,Leopard Print Zip-Front Denim Skirt,https://www.forever21.com/images/sw_22/00340904-02.jpg,,,https://www.forever21.com/ca/shop/catalog/product/f21/sale_women/2000340904,-2
https://www.forever21.com/ca/shop/catalog/product/f21/top_t-shirts/2000332919,https://www.forever21.com/images/4_full_330/00332919-03.jpg,https://www.forever21.com/images/default_330/00332919-03.jpg,$12.99 ,19.90,35% OFF,V-Neck Lace Top,https://www.forever21.com/images/sw_22/00332919-03.jpg,https://www.forever21.com/images/sw_22/00332919-05.jpg,2 Colors,,
https://www.forever21.com/ca/shop/catalog/product/f21/dress_bodycon/2000335601,https://www.forever21.com/images/4_full_330/00335601-05.jpg,https://www.forever21.com/images/default_330/00335601-05.jpg,$11.99 ,17.90,34% OFF,Striped Scoop Neck Tank Dress,https://www.forever21.com/images/sw_22/00335601-05.jpg,https://www.forever21.com/images/sw_22/00335601-04.jpg,2 Colors,https://www.forever21.com/ca/shop/catalog/product/f21/dress_bodycon/2000335601,-9
https://www.forever21.com/ca/shop/catalog/product/f21/sale_women/2000338674,https://www.forever21.com/images/5_detail_330/00338674-06.jpg,https://www.forever21.com/images/default_330/00338674-06.jpg,$10.99 ,15.90,31% OFF,French Terry Lounge Shorts,https://www.forever21.com/images/sw_22/00338674-06.jpg,https://www.forever21.com/images/sw_22/00338674-04.jpg,2 Colors,https://www.forever21.com/ca/shop/catalog/product/f21/sale_women/2000338674,-2
https://www.forever21.com/ca/shop/catalog/product/f21/top_t-shirts/2000334680,https://www.forever21.com/images/default_330/00334680-04.jpg,https://www.forever21.com/images/default_330/00334680-04.jpg,$8.99 ,12.90,31% OFF,Ribbed Stretch Tube Top,https://www.forever21.com/images/sw_22/00334680-04.jpg,https://www.forever21.com/images/sw_22/00334680-03.jpg,2 Colors,https://www.forever21.com/ca/shop/catalog/product/f21/top_t-shirts/2000334680,-3
https://www.forever21.com/ca/shop/catalog/product/f21/top_blouses/2000323538,https://www.forever21.com/images/4_full_330/00323538-06.jpg,https://www.forever21.com/images/default_330/00323538-06.jpg,$12.99 ,19.90,35% OFF,Flounce Tie-Front Top,https://www.forever21.com/images/sw_22/00323538-06.jpg,https://www.forever21.com/images/sw_22/00323538-07.jpg,2 Colors,,
https://www.forever21.com/ca/shop/catalog/product/f21/top_t-shirts/2000341094,https://www.forever21.com/images/5_detail_330/00341094-06.jpg,https://www.forever21.com/images/default_330/00341094-06.jpg,$11.99 ,17.90,34% OFF,Ribbed Cami Bodysuit,https://www.forever21.com/images/sw_22/00341094-06.jpg,https://www.forever21.com/images/sw_22/00341094-08.jpg,2 Colors,,
https://www.forever21.com/ca/shop/catalog/product/f21/activewear/2000326989,https://www.forever21.com/images/3_back_330/00326989-01.jpg,https://www.forever21.com/images/default_330/00326989-01.jpg,$12.99 ,19.90,35% OFF,Low Impact - Sports Bra,https://www.forever21.com/images/sw_22/00326989-01.jpg,,,,
https://www.forever21.com/ca/shop/catalog/product/f21/shoes_sandalsflipflops/2000336076,https://www.forever21.com/images/5_detail_330/00336076-02.jpg,https://www.forever21.com/images/default_330/00336076-02.jpg,$10.99 ,15.90,31% OFF,Strappy Jelly Sandals,https://www.forever21.com/images/sw_22/00336076-02.jpg,https://www.forever21.com/images/sw_22/00336076-03.jpg,3 Colors,https://www.forever21.com/ca/shop/catalog/product/f21/shoes_sandalsflipflops/2000336076,-27
https://www.forever21.com/ca/shop/catalog/product/f21/top_t-shirts/2000347316,https://www.forever21.com/images/default_330/00347316-02.jpg,https://www.forever21.com/images/default_330/00347316-02.jpg,$11.99 ,17.90,34% OFF,Floral Print Bodysuit,https://www.forever21.com/images/sw_22/00347316-02.jpg,,,https://www.forever21.com/ca/shop/catalog/product/f21/top_t-shirts/2000347316,-2
https://www.forever21.com/ca/shop/catalog/product/f21/top_blouses/2000339769,https://www.forever21.com/images/4_full_330/00339769-04.jpg,https://www.forever21.com/images/default_330/00339769-04.jpg,$11.99 ,17.90,34% OFF,Striped Flounce Cropped Cami,https://www.forever21.com/images/sw_22/00339769-04.jpg,,,https://www.forever21.com/ca/shop/catalog/product/f21/top_blouses/2000339769,-9
https://www.forever21.com/ca/shop/catalog/product/f21/top_t-shirts/2000341367,https://www.forever21.com/images/4_full_330/00341367-03.jpg,https://www.forever21.com/images/default_330/00341367-03.jpg,$12.99 ,19.90,35% OFF,Ribbed Cropped Cami,https://www.forever21.com/images/sw_22/00341367-03.jpg,https://www.forever21.com/images/sw_22/00341367-04.jpg,2 Colors,,
https://www.forever21.com/ca/shop/catalog/product/f21/top_blouses/2000350340,https://www.forever21.com/images/4_full_330/00350340-01.jpg,https://www.forever21.com/images/default_330/00350340-01.jpg,$8.99 ,12.90,31% OFF,Tiger Print Cami,https://www.forever21.com/images/sw_22/00350340-01.jpg,,,,
https://www.forever21.com/ca/shop/catalog/product/f21/top_t-shirts/2000334227,https://www.forever21.com/images/4_full_330/00334227-06.jpg,https://www.forever21.com/images/default_330/00334227-06.jpg,$8.99 ,12.90,31% OFF,Ribbed Striped Lettuce-Edge Crop Top,https://www.forever21.com/images/sw_22/00334227-06.jpg,,,,
https://www.forever21.com/ca/shop/catalog/product/f21/top_t-shirts/2000334278,https://www.forever21.com/images/4_full_330/00334278-05.jpg,https://www.forever21.com/images/default_330/00334278-05.jpg,$8.99 ,12.90,31% OFF,Ribbed Ringer Tee,https://www.forever21.com/images/sw_22/00334278-05.jpg,https://www.forever21.com/images/sw_22/00334278-06.jpg,2 Colors,https://www.forever21.com/ca/shop/catalog/product/f21/top_t-shirts/2000334278,-4
https://www.forever21.com/ca/shop/catalog/product/f21/top_t-shirts/2000330173,https://www.forever21.com/images/4_full_330/00330173-05.jpg,https://www.forever21.com/images/default_330/00330173-05.jpg,$12.99 ,19.90,35% OFF,Sweater-Knit Multicolor Striped Cami,https://www.forever21.com/images/sw_22/00330173-05.jpg,https://www.forever21.com/images/sw_22/00330173-03.jpg,3 Colors,https://www.forever21.com/ca/shop/catalog/product/f21/top_t-shirts/2000330173,-12
https://www.forever21.com/ca/shop/catalog/product/f21/21_items/2000344950,https://www.forever21.com/images/5_detail_330/00344950-05.jpg,https://www.forever21.com/images/default_330/00344950-05.jpg,$8.99 ,12.90,31% OFF,Bodycon Mini Skirt,https://www.forever21.com/images/sw_22/00344950-05.jpg,,,https://www.forever21.com/ca/shop/catalog/product/f21/21_items/2000344950,-4
https://www.forever21.com/ca/shop/catalog/product/f21/top_t-shirts/2000342112,https://www.forever21.com/images/4_full_330/00342112-05.jpg,https://www.forever21.com/images/default_330/00342112-05.jpg,$5.99 ,9.90,40% OFF,Cropped Striped Smocked Tube Top,https://www.forever21.com/images/sw_22/00342112-05.jpg,https://www.forever21.com/images/sw_22/00342112-04.jpg,2 Colors,https://www.forever21.com/ca/shop/catalog/product/f21/top_t-shirts/2000342112,-5
https://www.forever21.com/ca/shop/catalog/product/f21/21_items/2000333331,https://www.forever21.com/images/4_full_330/00333331-08.jpg,https://www.forever21.com/images/default_330/00333331-08.jpg,$11.99 ,17.90,34% OFF,Bodycon Midi Skirt,https://www.forever21.com/images/sw_22/00333331-08.jpg,,,https://www.forever21.com/ca/shop/catalog/product/f21/21_items/2000333331,-14
https://www.forever21.com/ca/shop/catalog/product/f21/bottoms/2000307837,https://www.forever21.com/images/5_detail_330/00307837-02.jpg,https://www.forever21.com/images/default_330/00307837-02.jpg,$6.45 ,12.90,50% OFF,Velvet High-Rise Shorts,https://www.forever21.com/images/sw_22/00307837-02.jpg,,,https://www.forever21.com/ca/shop/catalog/product/f21/bottoms/2000307837,-1
https://www.forever21.com/ca/shop/catalog/product/f21/dress_mini/2000340838,https://www.forever21.com/images/4_full_330/00340838-02.jpg,https://www.forever21.com/images/default_330/00340838-02.jpg,$19.99 ,29.90,34% OFF,Floral Button-Front Mini Dress,https://www.forever21.com/images/sw_22/00340838-02.jpg,,,,
https://www.forever21.com/ca/shop/catalog/product/f21/activewear/2000341598,https://www.forever21.com/ca/shop/_common/images/c_loading.gif,https://www.forever21.com/images/default_330/00341598-03.jpg,$15.99 ,22.90,31% OFF,Active Hooded Heathered Jacket,https://www.forever21.com/images/sw_22/00341598-03.jpg,https://www.forever21.com/images/sw_22/00341598-01.jpg,3 Colors,,
https://www.forever21.com/ca/shop/catalog/product/f21/top_t-shirts/2000345703,https://www.forever21.com/images/4_full_330/00345703-05.jpg,https://www.forever21.com/images/default_330/00345703-05.jpg,$5.99 ,9.90,40% OFF,Ribbed Twist-Front Tube Top,https://www.forever21.com/images/sw_22/00345703-05.jpg,,,,
https://www.forever21.com/ca/shop/catalog/product/f21/top_t-shirts/2000341082,https://www.forever21.com/ca/shop/_common/images/c_loading.gif,https://www.forever21.com/images/default_330/00341082-04.jpg,$12.99 ,19.90,35% OFF,Sheer Floral Lace Boxy Tee,https://www.forever21.com/images/sw_22/00341082-04.jpg,,,https://www.forever21.com/ca/shop/catalog/product/f21/top_t-shirts/2000341082,-3
https://www.forever21.com/ca/shop/catalog/product/f21/shoes_sneakers/2000330017,https://www.forever21.com/images/default_330/00330017-03.jpg,https://www.forever21.com/images/default_330/00330017-03.jpg,$22.99 ,32.90,31% OFF,Perforated Low Top Sneakers,https://www.forever21.com/images/sw_22/00330017-03.jpg,,,https://www.forever21.com/ca/shop/catalog/product/f21/shoes_sneakers/2000330017,-5
https://www.forever21.com/ca/shop/catalog/product/f21/sweater/2000228925,https://www.forever21.com/images/5_detail_330/00228925-02.jpg,https://www.forever21.com/images/default_330/00228925-02.jpg,$13.99 ,20.90,34% OFF,Roller Skate Print Sweatshirt,https://www.forever21.com/images/sw_22/00228925-02.jpg,,,https://www.forever21.com/ca/shop/catalog/product/f21/sweater/2000228925,-3
https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000292410,https://www.forever21.com/images/5_detail_330/00292410-03.jpg,https://www.forever21.com/images/default_330/00292410-03.jpg,$26.99 ,43.90,39% OFF,High-Rise Flare Jeans,https://www.forever21.com/images/sw_22/00292410-03.jpg,,,https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000292410,-11
https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000190794,https://www.forever21.com/images/4_full_330/00190794-03.jpg,https://www.forever21.com/images/default_330/00190794-03.jpg,$13.99 ,20.90,34% OFF,Ribbed Knit Top,https://www.forever21.com/images/sw_22/00190794-03.jpg,https://www.forever21.com/images/sw_22/00190794-01.jpg,2 Colors,,
https://www.forever21.com/ca/shop/catalog/product/f21/dress_bodycon/2000316966,https://www.forever21.com/images/4_full_330/00316966-01.jpg,https://www.forever21.com/images/default_330/00316966-01.jpg,$28.99 ,42.00,31% OFF,Striped-Trim Off-the-Shoulder Bodycon Dress,https://www.forever21.com/images/sw_22/00316966-01.jpg,,,https://www.forever21.com/ca/shop/catalog/product/f21/dress_bodycon/2000316966,-5
https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000313230,https://www.forever21.com/images/default_330/00313230-01.jpg,https://www.forever21.com/images/default_330/00313230-01.jpg,$44.99 ,65.00,31% OFF,Colorblock Puffer Jacket,https://www.forever21.com/images/sw_22/00313230-01.jpg,https://www.forever21.com/images/sw_22/00313230-02.jpg,2 Colors,https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000313230,-10
https://www.forever21.com/ca/shop/catalog/product/f21/sale_women/2000204207,https://www.forever21.com/images/3_back_330/00204207-03.jpg,https://www.forever21.com/images/default_330/00204207-03.jpg,$17.99 ,30.90,42% OFF,Sheer Glitter-Dot Bra,https://www.forever21.com/images/sw_22/00204207-03.jpg,,,,
https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000307173,https://www.forever21.com/images/4_full_330/00307173-02.jpg,https://www.forever21.com/images/default_330/00307173-02.jpg,$23.99 ,35.00,32% OFF,Kikiriki Plunging Halter Jumpsuit,https://www.forever21.com/images/sw_22/00307173-02.jpg,,,https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000307173,-1
https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000303936,https://www.forever21.com/images/5_detail_330/00303936-02.jpg,https://www.forever21.com/images/default_330/00303936-02.jpg,$12.99 ,19.90,35% OFF,Camo Print Top,https://www.forever21.com/images/sw_22/00303936-02.jpg,,,https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000303936,-6
https://www.forever21.com/ca/shop/catalog/product/f21/top_blouses/2000341366,https://www.forever21.com/images/4_full_330/00341366-02.jpg,https://www.forever21.com/images/default_330/00341366-02.jpg,$15.99 ,22.90,31% OFF,Multicolor Stitched Crop Top,https://www.forever21.com/images/sw_22/00341366-02.jpg,,,https://www.forever21.com/ca/shop/catalog/product/f21/top_blouses/2000341366,-2
https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000190671,https://www.forever21.com/images/default_330/00190671-03.jpg,https://www.forever21.com/images/default_330/00190671-03.jpg,$20.99 ,30.90,33% OFF,Happy Face Patch Hoodie,https://www.forever21.com/images/sw_22/00190671-03.jpg,,,,
https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000294764,https://www.forever21.com/images/4_full_330/00294764-02.jpg,https://www.forever21.com/images/default_330/00294764-02.jpg,$10.99 ,17.90,39% OFF,Pinstriped Tie-Front Top,https://www.forever21.com/images/sw_22/00294764-02.jpg,https://www.forever21.com/images/sw_22/00294764-01.jpg,3 Colors,,
https://www.forever21.com/ca/shop/catalog/product/f21/top_t-shirts/2000213168,https://www.forever21.com/images/4_full_330/00213168-03.jpg,https://www.forever21.com/images/default_330/00213168-03.jpg,$13.99 ,20.90,34% OFF,Striped V-Neck Top,https://www.forever21.com/images/sw_22/00213168-03.jpg,https://www.forever21.com/images/sw_22/00213168-02.jpg,2 Colors,https://www.forever21.com/ca/shop/catalog/product/f21/top_t-shirts/2000213168,-2
https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000299630,https://www.forever21.com/images/4_full_330/00299630-02.jpg,https://www.forever21.com/images/default_330/00299630-02.jpg,$17.99 ,25.90,31% OFF,Colorblock Drawstring Hoodie,https://www.forever21.com/images/sw_22/00299630-02.jpg,https://www.forever21.com/images/sw_22/00299630-01.jpg,2 Colors,https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000299630,-6
https://www.forever21.com/ca/shop/catalog/product/f21/dress_bodycon/2000324827,https://www.forever21.com/images/4_full_330/00324827-01.jpg,https://www.forever21.com/images/default_330/00324827-01.jpg,$18.99 ,28.00,33% OFF,Striped-Trim Tube Dress,https://www.forever21.com/images/sw_22/00324827-01.jpg,,,,
https://www.forever21.com/ca/shop/catalog/product/f21/bottoms/2000232946,https://www.forever21.com/images/default_330/00232946-10.jpg,https://www.forever21.com/images/default_330/00232946-10.jpg,$5.99 ,13.90,57% OFF,Ribbed Knit Mini Skirt,https://www.forever21.com/images/sw_22/00232946-10.jpg,,,https://www.forever21.com/ca/shop/catalog/product/f21/bottoms/2000232946,-1
https://www.forever21.com/ca/shop/catalog/product/f21/sweater/2000215347,https://www.forever21.com/images/5_detail_330/00215347-01.jpg,https://www.forever21.com/images/default_330/00215347-01.jpg,$22.99 ,33.90,33% OFF,Def Leppard Band Hoodie,https://www.forever21.com/images/sw_22/00215347-01.jpg,,,https://www.forever21.com/ca/shop/catalog/product/f21/sweater/2000215347,-8
https://www.forever21.com/ca/shop/catalog/product/f21/top_blouses/2000359342,https://www.forever21.com/images/4_full_330/00359342-03.jpg,https://www.forever21.com/images/default_330/00359342-03.jpg,$21.99 ,32.00,32% OFF,Sheer Chiffon Tie-Front Top,https://www.forever21.com/images/sw_22/00359342-03.jpg,,,,
https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000316780,https://www.forever21.com/images/4_full_330/00316780-05.jpg,https://www.forever21.com/images/default_330/00316780-05.jpg,$41.52 ,51.90,20% OFF,Puffer Bomber Jacket,https://www.forever21.com/images/sw_22/00316780-05.jpg,https://www.forever21.com/images/sw_22/00316780-06.jpg,2 Colors,https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000316780,-70
https://www.forever21.com/ca/shop/catalog/product/f21/outerwear_utility-jackets/2000342948,https://www.forever21.com/images/4_full_330/00342948-03.jpg,https://www.forever21.com/images/default_330/00342948-03.jpg,$23.99 ,34.90,32% OFF,Toggle Drawstring Windbreaker Jacket,https://www.forever21.com/images/sw_22/00342948-03.jpg,,,https://www.forever21.com/ca/shop/catalog/product/f21/outerwear_utility-jackets/2000342948,-5
https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000297000,https://www.forever21.com/images/default_330/00297000-02.jpg,https://www.forever21.com/images/default_330/00297000-02.jpg,$19.90 ,22.90,14% OFF,Camo Print Pullover,https://www.forever21.com/images/sw_22/00297000-02.jpg,,,https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000297000,-5
https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000267501,https://www.forever21.com/images/4_full_330/00267501-06.jpg,https://www.forever21.com/images/default_330/00267501-06.jpg,$13.99 ,20.90,34% OFF,Boxy Striped Tee,https://www.forever21.com/images/sw_22/00267501-06.jpg,https://www.forever21.com/images/sw_22/00267501-04.jpg,7 Colors,https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000267501,-14
https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000229955,https://www.forever21.com/images/5_detail_330/00229955-01.jpg,https://www.forever21.com/images/default_330/00229955-01.jpg,$38.99 ,56.90,32% OFF,Sequined Denim Jacket,https://www.forever21.com/images/sw_22/00229955-01.jpg,,,https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000229955,-5
https://www.forever21.com/ca/shop/catalog/product/f21/acc_hat/2000251965,https://www.forever21.com/images/5_detail_330/00251965-02.jpg,https://www.forever21.com/images/default_330/00251965-02.jpg,$9.99 ,14.90,33% OFF,Faux Leather Baseball Cap,https://www.forever21.com/images/sw_22/00251965-02.jpg,https://www.forever21.com/images/sw_22/00251965-03.jpg,2 Colors,,
https://www.forever21.com/ca/shop/catalog/product/f21/top_t-shirts/2000289907,https://www.forever21.com/ca/shop/_common/images/c_loading.gif,https://www.forever21.com/images/default_330/00289907-06.jpg,$15.99 ,22.90,31% OFF,Ribbed V-Neck Top,https://www.forever21.com/images/sw_22/00289907-06.jpg,,,,
https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000057946,https://www.forever21.com/images/5_detail_330/00057946-01.jpg,https://www.forever21.com/images/default_330/00057946-01.jpg,$36.99 ,52.90,31% OFF,Marled Knit Strappy Top,https://www.forever21.com/images/sw_22/00057946-01.jpg,,,https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000057946,-2
https://www.forever21.com/ca/shop/catalog/product/f21/sweater/2000298437,https://www.forever21.com/images/5_detail_330/00298437-02.jpg,https://www.forever21.com/images/default_330/00298437-02.jpg,$20.99 ,30.90,33% OFF,Savage Graphic Colorblock Pullover,https://www.forever21.com/images/sw_22/00298437-02.jpg,,,https://www.forever21.com/ca/shop/catalog/product/f21/sweater/2000298437,-4
https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000229384,https://www.forever21.com/images/4_full_330/00229384-06.jpg,https://www.forever21.com/images/default_330/00229384-06.jpg,$20.99 ,30.90,33% OFF,Heathered Drawstring Hoodie,https://www.forever21.com/images/sw_22/00229384-06.jpg,https://www.forever21.com/images/sw_22/00229384-05.jpg,2 Colors,https://www.forever21.com/ca/shop/catalog/product/f21/sale/2000229384,-3
https://www.forever21.com/ca/shop/catalog/product/f21/top_t-shirts/2000192917,https://www.forever21.com/images/4_full_330/00192917-03.jpg,https://www.forever21.com/images/default_330/00192917-03.jpg,$13.99 ,20.90,34% OFF,Contemporary Lace-Up Top,https://www.forever21.com/images/sw_22/00192917-03.jpg,https://www.forever21.com/images/sw_22/00192917-04.jpg,2 Colors,,
https://www.forever21.com/ca/shop/catalog/product/f21/dress_bodycon/2000314731,https://www.forever21.com/images/4_full_330/00314731-03.jpg,https://www.forever21.com/images/default_330/00314731-03.jpg,$23.99 ,35.00,32% OFF,Ribbed Knit Bodycon Dress,https://www.forever21.com/images/sw_22/00314731-03.jpg,https://www.forever21.com/images/sw_22/00314731-01.jpg,3 Colors,https://www.forever21.com/ca/shop/catalog/product/f21/dress_bodycon/2000314731,-2
